Neighbourhood_join
East Boston
Roxbury
Downtown
Back Bay
North End
Beacon Hill
Dorchester
South End
Charlestown
Jamaica Plain
Allston
South Boston
West Roxbury
Brighton
Roslindale
Mission Hill
South Boston Waterfront
Fenway
West End
Hyde Park
Mattapan
Longwood
